International plan,Voice mail plan,Account length,Total day charge,Customer service calls,Churn,State,churn_probability,predicted_churn,risk_tier
No,Yes,91,36.82,1,No,WI,0.01,No,Low
No,No,54,42.08,2,Yes,AR,0.37,No,Medium
No,No,152,38.78,1,No,NH,0.0,No,Low
No,No,201,38.4,1,Yes,TX,0.72,Yes,High
No,No,78,17.6,4,Yes,ID,0.93,Yes,Critical
No,No,67,19.64,0,No,CT,0.01,No,Low
No,No,100,37.2,1,No,NH,0.02,No,Low
No,No,41,38.05,3,No,WY,0.05,No,Low
No,No,133,24.45,3,No,OR,0.01,No,Low
No,Yes,36,5.08,2,No,SC,0.05,No,Low
No,Yes,51,47.04,0,No,MD,0.11,No,Low
No,No,122,24.04,0,No,NY,0.02,No,Low
No,No,110,32.74,1,No,UT,0.0,No,Low
Yes,No,91,25.81,1,No,AL,0.07,No,Low
No,No,121,36.65,5,No,DE,0.12,No,Low
No,No,109,30.6,3,No,WV,0.0,No,Low
No,No,72,33.41,0,No,NC,0.0,No,Low
No,No,108,32.86,3,No,AZ,0.0,No,Low
Yes,No,148,37.18,1,No,ND,0.09,No,Low
Yes,No,76,41.96,0,Yes,WA,0.87,Yes,Critical
No,No,103,29.7,6,Yes,ID,0.26,No,Low
No,No,87,40.8,0,Yes,CT,0.64,Yes,High
No,Yes,35,30.8,2,No,OK,0.03,No,Low
No,Yes,77,35.89,2,No,ID,0.01,No,Low
No,No,124,28.78,1,No,OR,0.0,No,Low
No,No,30,42.06,0,No,SD,0.06,No,Low
No,Yes,53,22.3,2,No,DE,0.01,No,Low
Yes,No,100,18.22,1,No,CT,0.16,No,Low
No,Yes,59,36.02,1,No,MN,0.04,No,Low
No,No,143,27.27,3,No,WA,0.03,No,Low
No,No,111,50.1,1,Yes,MS,0.99,Yes,Critical
No,No,143,22.68,1,No,WA,0.07,No,Low
Yes,Yes,68,21.37,3,Yes,OH,0.84,Yes,Critical
Yes,No,93,28.63,1,No,TN,0.24,No,Low
No,No,103,12.05,2,No,ID,0.03,No,Low
No,Yes,144,17.85,0,No,WV,0.02,No,Low
No,No,93,25.86,1,No,WI,0.03,No,Low
Yes,No,149,30.75,3,No,OK,0.03,No,Low
No,Yes,23,26.62,1,No,WV,0.04,No,Low
No,Yes,221,30.69,0,No,SD,0.05,No,Low
No,Yes,164,40.6,1,No,KS,0.13,No,Low
No,Yes,104,30.96,2,No,NC,0.05,No,Low
No,Yes,150,23.73,2,No,NY,0.02,No,Low
No,Yes,184,34.05,0,No,WI,0.02,No,Low
Yes,Yes,61,21.79,3,No,UT,0.06,No,Low
No,No,115,38.49,3,Yes,IN,0.79,Yes,Critical
No,No,33,42.82,2,No,AR,0.05,No,Low
No,No,100,44.97,2,Yes,ME,0.86,Yes,Critical
No,Yes,75,34.1,1,No,DE,0.01,No,Low
No,Yes,121,41.65,0,No,AK,0.08,No,Low
Yes,No,142,23.94,1,No,MI,0.03,No,Low
No,No,121,43.37,3,Yes,WA,0.57,Yes,High
No,Yes,87,21.25,2,No,SD,0.0,No,Low
No,No,34,30.7,1,No,SD,0.11,No,Low
Yes,No,177,42.28,1,Yes,AK,0.91,Yes,Critical
No,Yes,58,30.28,0,No,MA,0.0,No,Low
Yes,No,113,20.77,5,Yes,AR,0.84,Yes,Critical
No,No,89,18.9,3,No,OR,0.0,No,Low
Yes,Yes,77,17.54,0,Yes,NC,0.79,Yes,Critical
No,No,146,23.53,4,Yes,OK,0.45,No,Medium
No,No,93,24.87,0,No,NJ,0.02,No,Low
No,No,160,35.07,0,No,OH,0.0,No,Low
No,No,55,22.44,0,No,NM,0.03,No,Low
No,No,88,46.68,2,No,OH,0.08,No,Low
No,No,63,31.5,0,No,MI,0.04,No,Low
No,Yes,57,30.46,1,No,IL,0.01,No,Low
Yes,No,138,48.65,2,Yes,RI,0.51,Yes,Medium
No,No,115,45.56,3,No,AR,0.16,No,Low
No,No,171,23.38,2,No,NY,0.03,No,Low
No,No,127,22.93,1,No,NC,0.02,No,Low
No,No,61,39.81,1,No,OR,0.05,No,Low
No,No,131,29.77,1,No,VT,0.0,No,Low
No,No,88,24.17,1,No,SD,0.02,No,Low
No,No,130,22.51,2,No,DC,0.01,No,Low
No,Yes,89,16.63,0,No,RI,0.02,No,Low
No,No,82,45.37,3,Yes,ID,0.95,Yes,Critical
No,No,115,34.03,1,No,MN,0.0,No,Low
Yes,No,117,33.73,1,No,WV,0.14,No,Low
No,No,60,30.65,2,No,NH,0.01,No,Low
No,No,62,14.67,2,No,WI,0.1,No,Low
No,No,131,40.95,3,No,IN,0.07,No,Low
No,No,65,35.31,1,No,IN,0.06,No,Low
No,Yes,142,38.15,1,No,OR,0.0,No,Low
No,No,134,28.03,2,No,OK,0.0,No,Low
No,Yes,139,39.27,2,No,NJ,0.01,No,Low
No,No,76,18.24,4,Yes,AR,0.86,Yes,Critical
No,No,100,31.45,1,No,UT,0.03,No,Low
No,Yes,99,41.5,3,No,DC,0.02,No,Low
No,Yes,106,37.42,0,No,OH,0.0,No,Low
No,Yes,170,33.92,4,Yes,KS,0.66,Yes,High
No,No,78,18.62,1,No,SC,0.04,No,Low
No,No,39,31.82,1,No,TN,0.0,No,Low
Yes,Yes,119,29.26,1,Yes,MI,0.94,Yes,Critical
No,No,95,27.2,0,No,RI,0.01,No,Low
No,No,116,8.69,1,No,MO,0.04,No,Low
No,No,110,38.71,1,No,TN,0.0,No,Low
No,No,74,34.65,1,No,CT,0.03,No,Low
No,Yes,148,41.09,1,No,ME,0.0,No,Low
No,No,83,13.28,1,No,MD,0.1,No,Low
No,No,73,31.93,2,No,NC,0.0,No,Low
No,Yes,111,21.61,1,No,SC,0.04,No,Low
Yes,No,75,26.04,1,No,LA,0.03,No,Low
Yes,No,71,31.64,4,Yes,IL,0.89,Yes,Critical
No,Yes,58,38.1,2,No,IN,0.01,No,Low
No,No,172,34.66,4,No,OK,0.09,No,Low
No,No,45,35.92,1,No,IA,0.01,No,Low
Yes,No,100,37.3,4,No,VT,0.08,No,Low
No,No,94,32.37,2,No,NY,0.05,No,Low
No,No,128,25.11,2,No,LA,0.0,No,Low
No,No,181,39.08,2,No,SC,0.08,No,Low
No,No,127,17.48,1,No,ID,0.08,No,Low
No,No,89,30.38,1,No,MO,0.01,No,Low
No,Yes,149,25.25,0,No,ME,0.02,No,Low
No,Yes,103,27.9,0,No,MS,0.03,No,Low
Yes,No,163,33.52,1,No,SD,0.01,No,Low
No,No,52,21.23,2,No,OK,0.0,No,Low
No,No,89,19.62,3,No,WY,0.03,No,Low
Yes,No,122,23.8,4,Yes,GA,0.47,No,Medium
No,No,62,54.59,4,Yes,MD,0.84,Yes,Critical
No,No,117,20.13,5,Yes,IN,0.91,Yes,Critical
No,No,78,32.88,2,No,OH,0.02,No,Low
No,No,96,18.12,1,No,OH,0.01,No,Low
No,No,79,22.9,2,No,SC,0.04,No,Low
No,Yes,192,26.55,2,No,AZ,0.03,No,Low
No,No,68,39.29,3,No,WV,0.01,No,Low
No,No,28,30.74,2,No,RI,0.0,No,Low
No,Yes,74,39.85,0,No,TN,0.14,No,Low
No,No,117,31.37,1,No,LA,0.33,No,Medium
No,No,65,21.95,4,Yes,IN,0.85,Yes,Critical
No,No,161,56.59,4,Yes,NY,0.92,Yes,Critical
No,No,111,18.77,2,No,SC,0.03,No,Low
No,No,49,20.28,1,No,HI,0.02,No,Low
No,Yes,36,24.87,0,No,AK,0.03,No,Low
No,No,65,35.92,3,No,MI,0.0,No,Low
No,No,119,27.05,5,Yes,ID,0.82,Yes,Critical
No,No,10,31.64,2,No,VA,0.01,No,Low
No,No,68,25.3,3,No,WI,0.05,No,Low
No,Yes,74,32.93,2,No,MN,0.03,No,Low
No,No,85,40.09,0,No,HI,0.01,No,Low
No,No,46,36.4,2,No,MN,0.01,No,Low
No,Yes,128,30.48,0,No,VT,0.03,No,Low
No,No,155,34.58,0,Yes,LA,0.58,Yes,High
No,No,73,27.22,0,No,MT,0.01,No,Low
No,No,77,42.81,2,Yes,ID,0.15,No,Low
No,No,108,30.31,0,No,MA,0.04,No,Low
No,No,95,22.95,1,No,KY,0.0,No,Low
No,Yes,36,47.84,2,No,MI,0.01,No,Low
No,Yes,141,25.26,1,No,CO,0.01,No,Low
No,No,63,10.01,1,No,AZ,0.04,No,Low
No,No,97,40.77,2,No,ID,0.05,No,Low
No,No,75,28.27,1,No,CA,0.04,No,Low
No,No,127,24.94,1,No,WA,0.04,No,Low
No,No,121,30.86,1,No,LA,0.0,No,Low
No,No,117,17.48,1,No,NE,0.02,No,Low
No,No,65,31.94,1,No,OH,0.03,No,Low
No,No,6,31.21,1,No,MO,0.11,No,Low
No,No,32,39.25,0,No,AL,0.02,No,Low
No,Yes,64,30.96,2,No,NH,0.01,No,Low
No,No,25,20.28,3,No,NM,0.02,No,Low
No,No,65,19.86,1,No,OR,0.09,No,Low
No,No,127,34.36,2,No,MI,0.01,No,Low
No,No,93,46.17,2,No,AZ,0.22,No,Low
No,No,208,55.51,2,Yes,TX,0.9,Yes,Critical
No,No,122,41.45,2,No,IN,0.08,No,Low
No,No,99,40.99,1,No,LA,0.0,No,Low
No,No,65,23.14,1,No,MS,0.03,No,Low
No,No,65,36.28,1,No,IN,0.05,No,Low
No,Yes,45,33.42,0,No,KY,0.01,No,Low
No,No,139,22.85,5,Yes,MN,0.63,Yes,High
No,No,215,14.21,0,No,WY,0.05,No,Low
No,No,94,30.91,4,No,AZ,0.06,No,Low
No,Yes,119,26.18,2,No,NM,0.03,No,Low
No,Yes,86,20.23,0,No,MI,0.03,No,Low
No,Yes,106,28.2,4,No,FL,0.33,No,Medium
Yes,No,92,10.64,1,Yes,KS,0.95,Yes,Critical
No,No,78,28.61,1,No,SC,0.04,No,Low
No,No,155,44.61,2,No,NC,0.05,No,Low
No,Yes,64,16.05,0,No,MO,0.01,No,Low
No,No,83,37.64,3,No,WA,0.04,No,Low
No,Yes,144,32.27,2,Yes,SD,0.6,Yes,High
No,No,143,29.29,2,No,MT,0.02,No,Low
No,No,81,33.73,2,No,MN,0.0,No,Low
No,Yes,145,25.08,2,No,SD,0.07,No,Low
No,No,89,51.66,1,Yes,OK,0.92,Yes,Critical
No,Yes,199,39.2,0,No,CT,0.01,No,Low
No,Yes,96,29.36,5,Yes,CT,0.37,No,Medium
No,No,94,30.86,1,No,MN,0.01,No,Low
No,No,127,45.32,1,Yes,FL,0.92,Yes,Critical
No,No,121,28.97,0,Yes,RI,0.62,Yes,High
No,No,122,50.39,4,Yes,IN,0.83,Yes,Critical
No,Yes,121,11.68,1,No,AL,0.07,No,Low
No,No,77,39.75,2,No,OR,0.19,No,Low
Yes,No,64,40.15,2,Yes,MS,0.85,Yes,Critical
Yes,No,124,41.58,1,No,CA,0.14,No,Low
No,No,148,21.15,0,No,DE,0.02,No,Low
No,No,77,39.1,2,No,MS,0.11,No,Low
No,No,135,34.31,1,No,NC,0.0,No,Low
No,Yes,87,36.38,0,No,SD,0.01,No,Low
No,No,54,35.79,1,No,NH,0.0,No,Low
No,No,35,17.95,0,No,MA,0.02,No,Low
No,No,84,23.56,0,No,TX,0.05,No,Low
No,No,94,39.85,1,Yes,OR,0.88,Yes,Critical
No,Yes,96,24.79,1,No,UT,0.03,No,Low
No,No,64,16.52,2,No,NV,0.0,No,Low
No,No,85,44.17,0,No,NE,0.12,No,Low
No,No,117,40.78,0,No,AZ,0.07,No,Low
No,Yes,112,37.67,1,No,DC,0.0,No,Low
Yes,No,129,32.79,1,No,MA,0.09,No,Low
No,No,140,29.44,3,No,AZ,0.02,No,Low
No,No,81,26.1,2,No,MI,0.0,No,Low
No,No,70,10.12,0,No,TX,0.04,No,Low
No,Yes,79,44.93,4,No,ID,0.09,No,Low
No,No,85,21.74,0,No,AL,0.01,No,Low
No,No,91,25.33,0,No,SD,0.03,No,Low
No,Yes,149,33.81,1,No,LA,0.12,No,Low
No,No,60,16.69,2,No,AZ,0.0,No,Low
No,No,115,25.14,3,No,RI,0.02,No,Low
No,Yes,144,18.09,1,No,OH,0.05,No,Low
No,Yes,86,12.05,3,No,AZ,0.02,No,Low
No,Yes,139,36.48,0,No,MI,0.04,No,Low
No,No,124,25.69,1,No,NV,0.03,No,Low
Yes,No,102,39.75,0,No,MA,0.15,No,Low
No,No,78,35.51,0,No,IN,0.03,No,Low
Yes,No,55,32.62,1,Yes,AL,0.94,Yes,Critical
No,Yes,129,20.33,2,No,RI,0.05,No,Low
Yes,No,75,35.92,4,Yes,ME,0.73,Yes,High
No,Yes,126,19.43,3,No,SD,0.0,No,Low
No,No,92,26.18,3,Yes,MO,0.68,Yes,High
No,No,52,36.5,2,No,OK,0.03,No,Low
No,No,87,39.32,1,No,IL,0.02,No,Low
No,Yes,95,6.95,0,No,NJ,0.0,No,Low
No,No,67,52.77,4,No,LA,0.45,No,Medium
No,No,165,36.82,0,No,OR,0.03,No,Low
No,Yes,150,35.68,0,No,RI,0.0,No,Low
No,No,26,39.87,3,No,NC,0.07,No,Low
No,Yes,79,17.53,3,No,MD,0.02,No,Low
Yes,No,69,47.57,2,Yes,WI,0.61,Yes,High
Yes,Yes,95,23.26,5,Yes,VT,0.32,No,Medium
No,No,157,38.17,2,No,NY,0.02,No,Low
No,No,80,27.3,1,No,VT,0.0,No,Low
No,Yes,75,20.66,2,No,AZ,0.04,No,Low
No,No,44,38.78,2,Yes,WV,0.6,Yes,High
No,No,101,15.25,5,Yes,OK,0.84,Yes,Critical
No,Yes,117,13.63,1,No,WI,0.02,No,Low
No,No,82,21.37,1,No,PA,0.02,No,Low
No,No,39,27.27,2,No,NY,0.0,No,Low
No,No,30,28.88,1,No,NM,0.02,No,Low
No,Yes,63,24.19,1,No,NC,0.03,No,Low
No,No,111,24.85,3,No,WY,0.02,No,Low
No,No,91,39.41,3,No,PA,0.01,No,Low
Yes,Yes,105,37.52,1,Yes,NV,0.85,Yes,Critical
Yes,Yes,166,21.79,2,No,WA,0.09,No,Low
No,No,79,22.13,3,No,FL,0.02,No,Low
No,Yes,105,35.63,2,No,ME,0.01,No,Low
No,No,172,36.67,3,No,LA,0.0,No,Low
No,No,121,25.62,1,No,KS,0.04,No,Low
No,No,88,27.46,2,No,ND,0.01,No,Low
No,Yes,153,40.05,0,No,WV,0.02,No,Low
No,Yes,54,35.17,3,No,AR,0.08,No,Low
No,No,79,26.79,5,Yes,CA,0.84,Yes,Critical
No,No,55,29.85,0,No,MN,0.01,No,Low
No,No,109,45.0,1,Yes,MT,0.92,Yes,Critical
No,Yes,65,47.99,1,No,SD,0.09,No,Low
No,No,27,32.95,0,No,MT,0.06,No,Low
No,Yes,32,45.34,1,No,WV,0.07,No,Low
No,Yes,3,20.08,2,No,CT,0.0,No,Low
No,No,119,30.06,1,No,DE,0.04,No,Low
No,No,43,41.12,1,No,LA,0.04,No,Low
No,No,116,32.22,1,No,KS,0.03,No,Low
No,No,107,20.93,0,No,WV,0.03,No,Low
No,No,123,27.05,1,No,ND,0.0,No,Low
No,No,110,17.02,3,No,AK,0.01,No,Low
No,No,176,37.94,3,No,ME,0.03,No,Low
No,Yes,13,53.65,3,No,MN,0.13,No,Low
No,No,88,32.27,2,No,KS,0.03,No,Low
No,Yes,92,26.42,3,No,NJ,0.02,No,Low
No,No,165,26.21,6,No,WI,0.11,No,Low
No,No,156,30.4,1,No,AR,0.0,No,Low
No,No,63,25.38,0,No,WA,0.01,No,Low
Yes,Yes,83,16.1,2,No,ID,0.04,No,Low
No,No,158,37.88,2,No,VA,0.02,No,Low
Yes,No,115,42.48,1,Yes,WV,0.89,Yes,Critical
No,Yes,103,14.82,6,Yes,UT,0.61,Yes,High
No,No,64,38.22,1,No,NJ,0.0,No,Low
No,Yes,86,44.4,2,No,MS,0.01,No,Low
No,Yes,151,33.41,0,No,ME,0.01,No,Low
Yes,No,87,28.44,1,No,NM,0.03,No,Low
No,No,90,18.63,2,No,TX,0.01,No,Low
No,Yes,108,47.02,2,No,LA,0.01,No,Low
No,Yes,33,31.76,0,No,TN,0.02,No,Low
Yes,Yes,149,21.57,5,Yes,WI,0.52,Yes,Medium
No,No,106,28.8,1,No,MT,0.02,No,Low
Yes,No,167,37.25,2,No,ND,0.08,No,Low
No,Yes,35,41.09,1,No,WI,0.01,No,Low
No,Yes,107,47.79,1,No,MO,0.06,No,Low
Yes,Yes,92,47.79,0,No,AZ,0.38,No,Medium
No,No,38,23.43,2,No,VT,0.05,No,Low
Yes,No,68,25.25,1,Yes,VA,0.9,Yes,Critical
No,No,123,32.98,1,No,NE,0.0,No,Low
No,Yes,75,22.25,1,No,WA,0.06,No,Low
No,No,153,31.5,1,No,NM,0.03,No,Low
No,No,143,20.25,0,No,FL,0.02,No,Low
No,No,87,54.83,2,Yes,SC,0.79,Yes,Critical
No,No,100,36.75,0,No,IN,0.03,No,Low
No,Yes,144,48.26,1,No,FL,0.05,No,Low
No,Yes,70,21.4,1,No,ND,0.01,No,Low
Yes,No,136,33.93,3,Yes,MA,0.63,Yes,High
No,Yes,120,36.16,2,No,MO,0.01,No,Low
No,No,104,31.21,1,No,WY,0.01,No,Low
No,Yes,75,27.81,3,No,CA,0.11,No,Low
Yes,No,127,30.75,2,No,NE,0.03,No,Low
No,Yes,122,46.04,4,No,ID,0.08,No,Low
No,No,124,30.33,0,No,VT,0.0,No,Low
Yes,No,167,41.62,2,No,MO,0.23,No,Low
No,Yes,89,35.68,1,No,VA,0.13,No,Low
No,No,73,36.21,0,No,VT,0.02,No,Low
No,No,1,24.62,1,No,MS,0.14,No,Low
No,No,60,23.02,1,No,KY,0.01,No,Low
No,No,77,11.51,1,No,WV,0.01,No,Low
No,No,76,38.15,2,No,DC,0.03,No,Low
No,No,63,26.1,2,No,IA,0.01,No,Low
No,Yes,150,29.65,1,No,MN,0.02,No,Low
No,No,101,26.15,4,No,VT,0.19,No,Low
No,Yes,132,29.87,2,No,AK,0.0,No,Low
No,No,158,26.5,2,No,CA,0.05,No,Low
No,Yes,114,26.25,0,No,MS,0.06,No,Low
No,Yes,77,35.65,2,No,AR,0.0,No,Low
No,No,107,36.06,3,No,NJ,0.0,No,Low
No,Yes,48,25.84,2,Yes,NJ,0.66,Yes,High
No,No,59,27.35,3,No,TN,0.04,No,Low
No,No,129,56.83,0,Yes,DE,0.96,Yes,Critical
No,No,50,32.11,3,No,TX,0.01,No,Low
No,Yes,50,32.74,2,No,MI,0.01,No,Low
No,No,116,36.94,2,No,MS,0.04,No,Low
No,Yes,52,28.78,0,No,OK,0.01,No,Low
Yes,No,12,36.84,2,No,ND,0.1,No,Low
No,No,105,41.89,0,No,ND,0.18,No,Low
No,No,104,26.55,1,No,NY,0.04,No,Low
No,No,13,24.89,1,No,WV,0.04,No,Low
No,No,67,28.53,1,No,WV,0.01,No,Low
No,Yes,148,42.99,1,No,DC,0.14,No,Low
No,No,116,34.31,0,No,MN,0.01,No,Low
No,No,131,16.05,2,No,DE,0.03,No,Low
No,No,119,32.37,2,No,VT,0.01,No,Low
Yes,No,94,41.34,4,No,NY,0.1,No,Low
No,No,217,29.99,4,No,TX,0.1,No,Low
No,No,161,30.28,1,No,OR,0.02,No,Low
No,No,67,34.24,0,No,KS,0.01,No,Low
No,Yes,132,29.67,1,No,ND,0.0,No,Low
No,No,134,34.9,1,No,PA,0.01,No,Low
No,No,44,24.34,1,No,NY,0.01,No,Low
No,Yes,53,4.4,1,No,WY,0.01,No,Low
No,No,108,26.21,4,Yes,NY,0.84,Yes,Critical
No,No,80,54.79,0,Yes,ME,0.89,Yes,Critical
No,No,88,36.65,3,No,SD,0.03,No,Low
Yes,No,82,35.5,3,No,UT,0.05,No,Low
No,No,115,41.68,0,No,AK,0.02,No,Low
No,No,93,16.73,1,No,RI,0.01,No,Low
No,No,72,37.03,4,No,AL,0.03,No,Low
No,Yes,98,30.58,3,No,DE,0.0,No,Low
No,No,118,23.87,0,No,ID,0.04,No,Low
No,No,55,32.13,0,No,MO,0.01,No,Low
No,No,130,26.5,3,No,IL,0.0,No,Low
Yes,No,136,33.86,1,No,FL,0.05,No,Low
No,No,107,26.71,1,No,KY,0.0,No,Low
No,No,91,26.25,5,Yes,MI,0.61,Yes,High
No,No,167,28.29,1,No,NY,0.01,No,Low
No,Yes,159,31.3,0,No,KS,0.01,No,Low
No,No,122,5.97,1,No,PA,0.04,No,Low
No,Yes,105,30.5,0,No,MI,0.02,No,Low
No,No,155,36.84,2,No,NH,0.06,No,Low
No,No,161,25.77,1,No,WA,0.04,No,Low
No,No,122,29.51,3,No,NY,0.0,No,Low
Yes,No,37,18.12,2,No,MD,0.09,No,Low
No,No,128,17.56,0,No,KS,0.01,No,Low
Yes,No,89,21.35,1,No,DE,0.23,No,Low
No,No,108,33.88,0,No,IN,0.02,No,Low
No,No,109,37.77,1,No,VT,0.04,No,Low
No,No,29,26.76,1,No,WA,0.0,No,Low
Yes,Yes,119,27.2,5,Yes,NM,0.79,Yes,Critical
No,No,86,14.2,0,No,MO,0.06,No,Low
No,Yes,92,22.78,0,No,IA,0.02,No,Low
No,Yes,13,30.02,2,No,WA,0.01,No,Low
Yes,Yes,144,29.72,0,No,CT,0.04,No,Low
No,No,139,37.62,1,No,NH,0.0,No,Low
No,No,95,23.99,3,No,LA,0.01,No,Low
No,Yes,80,28.29,4,No,ME,0.25,No,Low
No,No,113,36.7,3,No,MT,0.04,No,Low
No,Yes,88,30.87,1,No,ID,0.01,No,Low
No,No,74,18.09,1,No,UT,0.02,No,Low
No,No,48,21.79,0,No,IL,0.04,No,Low
No,No,163,30.38,4,No,AZ,0.12,No,Low
No,No,56,25.65,3,No,ID,0.05,No,Low
No,No,64,28.56,2,No,TX,0.02,No,Low
No,Yes,116,31.08,1,No,MT,0.01,No,Low
Yes,No,101,32.93,0,No,PA,0.05,No,Low
Yes,No,85,33.52,4,No,RI,0.1,No,Low
No,No,90,12.94,0,No,NH,0.03,No,Low
No,No,73,30.99,1,No,UT,0.05,No,Low
No,Yes,55,32.18,2,No,NH,0.0,No,Low
No,Yes,76,27.22,3,No,AK,0.0,No,Low
No,No,157,37.52,4,No,AZ,0.13,No,Low
No,No,131,36.01,0,No,NJ,0.02,No,Low
No,No,51,39.05,1,Yes,MI,0.66,Yes,High
No,No,166,37.52,1,No,ID,0.02,No,Low
No,No,66,14.89,1,No,OR,0.02,No,Low
No,No,49,45.27,2,Yes,UT,0.87,Yes,Critical
No,No,89,23.99,2,No,LA,0.02,No,Low
No,No,90,34.15,1,No,WI,0.0,No,Low
No,No,193,16.46,2,Yes,ID,0.66,Yes,High
No,No,114,29.24,1,No,TN,0.07,No,Low
No,Yes,7,37.64,1,No,NV,0.01,No,Low
No,No,71,41.43,0,No,WY,0.03,No,Low
No,Yes,31,35.79,1,No,IL,0.05,No,Low
No,No,111,48.35,0,Yes,MA,0.88,Yes,Critical
No,No,97,28.85,3,No,AZ,0.02,No,Low
No,No,51,38.62,0,No,ND,0.04,No,Low
No,No,86,38.06,1,No,SD,0.02,No,Low
No,No,190,28.8,1,No,ND,0.03,No,Low
No,No,80,20.08,1,No,CT,0.03,No,Low
No,No,36,34.41,3,No,MO,0.02,No,Low
No,No,45,26.47,1,No,NJ,0.01,No,Low
No,No,170,41.89,0,No,NC,0.07,No,Low
No,No,103,32.27,0,No,UT,0.01,No,Low
No,No,112,28.53,0,No,WI,0.0,No,Low
No,No,125,24.34,4,Yes,MT,0.83,Yes,Critical
No,Yes,73,13.99,6,Yes,MS,0.51,Yes,Medium
No,No,232,28.15,1,No,NM,0.06,No,Low
No,Yes,95,28.17,0,No,SD,0.01,No,Low
No,No,182,29.94,1,No,VA,0.0,No,Low
No,No,55,20.35,2,No,NM,0.04,No,Low
No,Yes,86,16.98,2,No,VA,0.03,No,Low
No,No,127,40.77,1,No,NJ,0.05,No,Low
No,No,63,27.97,0,No,TN,0.0,No,Low
No,No,79,37.55,1,No,MI,0.02,No,Low
No,Yes,111,21.9,2,No,LA,0.01,No,Low
No,Yes,121,32.95,0,No,NH,0.08,No,Low
No,No,112,28.66,1,No,RI,0.01,No,Low
No,Yes,81,19.7,3,No,LA,0.04,No,Low
No,No,72,46.31,0,No,AZ,0.13,No,Low
No,Yes,64,35.7,8,No,SC,0.09,No,Low
No,No,163,37.91,1,No,MD,0.06,No,Low
No,No,104,23.75,2,No,WA,0.02,No,Low
No,Yes,93,23.26,2,No,CA,0.05,No,Low
No,No,197,26.32,3,No,NJ,0.0,No,Low
No,No,57,32.78,1,No,AR,0.0,No,Low
No,No,107,17.58,1,No,CT,0.01,No,Low
No,No,75,25.08,2,No,SD,0.02,No,Low
No,No,106,30.33,0,No,FL,0.03,No,Low
No,No,70,25.23,0,No,MS,0.04,No,Low
No,No,80,25.26,2,No,MA,0.08,No,Low
No,No,137,16.58,1,No,VT,0.06,No,Low
No,Yes,90,31.55,2,No,IL,0.0,No,Low
No,No,30,23.39,3,No,CT,0.01,No,Low
Yes,No,105,46.56,1,Yes,KS,0.74,Yes,High
No,Yes,102,21.3,3,No,MA,0.03,No,Low
No,No,83,30.4,3,No,NJ,0.01,No,Low
No,Yes,63,36.53,0,No,AR,0.03,No,Low
No,No,155,27.71,2,No,MS,0.0,No,Low
No,No,105,19.64,3,No,ME,0.02,No,Low
No,No,73,23.31,1,No,IA,0.01,No,Low
No,Yes,21,22.56,3,No,NM,0.01,No,Low
No,Yes,71,31.14,1,No,TX,0.02,No,Low
No,No,112,28.99,0,No,KY,0.01,No,Low
No,No,66,26.18,4,Yes,AZ,0.8,Yes,Critical
No,No,99,9.32,1,No,TN,0.01,No,Low
No,No,124,31.42,1,No,WV,0.0,No,Low
No,Yes,95,48.13,3,No,CT,0.25,No,Low
No,No,130,11.63,0,No,NH,0.1,No,Low
Yes,No,93,22.34,1,Yes,MD,0.86,Yes,Critical
No,No,191,27.54,1,No,WV,0.0,No,Low
No,No,88,25.19,2,No,KY,0.01,No,Low
No,No,16,29.7,5,No,WY,0.21,No,Low
No,No,107,33.07,2,No,GA,0.02,No,Low
No,Yes,96,25.5,1,No,AK,0.02,No,Low
No,Yes,163,39.42,2,No,CT,0.02,No,Low
No,No,95,45.73,2,Yes,OR,0.78,Yes,Critical
No,Yes,123,33.78,1,No,OK,0.01,No,Low
No,No,34,49.93,2,Yes,MA,0.93,Yes,Critical
No,Yes,96,29.89,2,No,DE,0.01,No,Low
No,No,146,28.82,2,No,OH,0.01,No,Low
Yes,Yes,138,38.28,0,No,ID,0.07,No,Low
No,No,76,22.05,5,Yes,MO,0.89,Yes,Critical
No,Yes,83,16.3,0,No,NC,0.13,No,Low
No,No,104,29.0,1,No,HI,0.0,No,Low
No,No,106,32.54,1,No,NJ,0.02,No,Low
No,No,84,12.8,1,No,MS,0.0,No,Low
No,No,99,21.9,2,No,MN,0.04,No,Low
No,No,134,24.09,0,No,RI,0.04,No,Low
No,No,80,45.68,2,Yes,NJ,0.83,Yes,Critical
No,No,85,43.4,3,No,MN,0.18,No,Low
No,Yes,120,40.7,0,No,WI,0.02,No,Low
No,No,120,26.86,1,No,KS,0.02,No,Low
No,No,125,30.99,2,No,NJ,0.01,No,Low
No,Yes,118,15.56,2,No,ND,0.02,No,Low
No,No,62,29.31,0,No,WY,0.0,No,Low
No,No,112,29.67,1,No,LA,0.01,No,Low
No,No,68,26.74,1,No,AL,0.01,No,Low
No,Yes,201,32.64,1,No,TX,0.08,No,Low
No,No,116,27.32,0,No,AR,0.02,No,Low
No,No,133,38.66,0,No,GA,0.01,No,Low
No,No,125,32.57,2,No,KY,0.0,No,Low
No,No,21,38.25,0,No,NE,0.07,No,Low
No,No,110,33.34,3,No,ND,0.01,No,Low
No,No,83,39.32,3,No,NH,0.09,No,Low
No,Yes,101,35.56,0,No,IN,0.02,No,Low
No,Yes,117,37.62,0,No,OR,0.0,No,Low
