customerID,Contract,PaymentMethod,tenure,InternetService,OnlineSecurity,TechSupport,MonthlyCharges,Churn,churn_probability,predicted_churn,risk_tier
8800-ZKRFW,Month-to-month,Electronic check,30,Fiber optic,No,Yes,107.5,No,0.13,No,Low
2616-FLVQC,Two year,Mailed check,64,No,No internet service,No internet service,19.55,No,0.11,No,Low
9968-FFVVH,One year,Bank transfer (automatic),63,DSL,Yes,Yes,68.8,No,0.02,No,Low
3108-PCCGG,Two year,Credit card (automatic),72,DSL,Yes,No,84.45,No,0.01,No,Low
7993-PYKOF,Month-to-month,Electronic check,8,Fiber optic,Yes,No,75.0,Yes,0.79,Yes,Critical
8390-FESFV,Two year,Bank transfer (automatic),62,DSL,No,Yes,84.5,No,0.0,No,Low
3022-BEXHZ,Two year,Bank transfer (automatic),67,Fiber optic,No,Yes,111.2,No,0.05,No,Low
5027-XWQHA,Month-to-month,Electronic check,6,DSL,No,No,44.75,Yes,0.84,Yes,Critical
6248-TKCQV,Two year,Bank transfer (automatic),70,DSL,Yes,Yes,80.6,No,0.0,No,Low
6729-GDNGC,Month-to-month,Bank transfer (automatic),20,Fiber optic,No,No,80.7,No,0.32,No,Medium
6198-ZFIOJ,Month-to-month,Electronic check,5,Fiber optic,No,No,75.6,No,0.33,No,Medium
5989-OMNJE,One year,Electronic check,24,DSL,Yes,No,57.6,No,0.16,No,Low
4566-QVRRW,Month-to-month,Electronic check,11,DSL,No,No,44.05,Yes,0.71,Yes,High
1291-CUOCY,Two year,Credit card (automatic),72,Fiber optic,No,Yes,110.6,No,0.01,No,Low
9795-SHUHB,Two year,Credit card (automatic),66,DSL,Yes,Yes,58.2,No,0.0,No,Low
3230-IUALN,Two year,Mailed check,45,DSL,Yes,Yes,81.0,No,0.0,No,Low
0042-RLHYP,Two year,Bank transfer (automatic),69,No,No internet service,No internet service,19.7,No,0.0,No,Low
8519-IMDHU,Month-to-month,Bank transfer (automatic),15,Fiber optic,No,No,85.6,Yes,0.86,Yes,Critical
4945-RVMTE,Month-to-month,Bank transfer (automatic),28,DSL,No,No,59.55,No,0.22,No,Low
0201-OAMXR,One year,Credit card (automatic),70,Fiber optic,Yes,Yes,115.55,Yes,0.66,Yes,High
1866-NXPSP,One year,Mailed check,36,DSL,Yes,Yes,75.55,No,0.07,No,Low
3372-KWFBM,Month-to-month,Electronic check,16,Fiber optic,No,No,86.6,Yes,0.8,Yes,Critical
7831-QGOXH,Month-to-month,Electronic check,18,Fiber optic,No,No,85.2,Yes,0.88,Yes,Critical
6393-WRYZE,Month-to-month,Electronic check,34,Fiber optic,No,No,97.65,Yes,0.83,Yes,Critical
3941-XTSKM,One year,Credit card (automatic),42,DSL,No,No,45.1,No,0.07,No,Low
1661-CZBAU,One year,Bank transfer (automatic),48,DSL,Yes,Yes,70.95,No,0.03,No,Low
6599-RCLCJ,Month-to-month,Electronic check,47,Fiber optic,No,Yes,109.55,Yes,0.76,Yes,Critical
9831-BPFRI,One year,Electronic check,39,Fiber optic,No,Yes,89.55,Yes,0.66,Yes,High
5158-RIVOP,Two year,Credit card (automatic),11,No,No internet service,No internet service,20.9,No,0.03,No,Low
9788-YTFGE,Month-to-month,Mailed check,7,No,No internet service,No internet service,19.95,No,0.04,No,Low
9277-JOOMO,Month-to-month,Mailed check,3,No,No internet service,No internet service,24.6,No,0.03,No,Low
1907-YLNYW,Month-to-month,Electronic check,8,DSL,Yes,No,66.7,No,0.11,No,Low
1725-MIMXW,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.45,Yes,0.63,Yes,High
8947-YRTDV,One year,Mailed check,32,Fiber optic,Yes,No,94.8,No,0.03,No,Low
3161-ONRWK,One year,Bank transfer (automatic),60,DSL,Yes,Yes,65.85,No,0.0,No,Low
0114-RSRRW,Month-to-month,Bank transfer (automatic),10,No,No internet service,No internet service,19.95,No,0.03,No,Low
4565-NLZBV,Two year,Bank transfer (automatic),71,No,No internet service,No internet service,24.65,No,0.0,No,Low
0031-PVLZI,Month-to-month,Mailed check,4,No,No internet service,No internet service,20.35,Yes,0.62,Yes,High
7206-GZCDC,Month-to-month,Electronic check,1,Fiber optic,No,No,69.25,Yes,1.0,Yes,Critical
6682-VCIXC,One year,Bank transfer (automatic),43,DSL,Yes,Yes,51.25,No,0.02,No,Low
4791-QRGMF,One year,Bank transfer (automatic),59,Fiber optic,No,No,99.5,Yes,0.73,Yes,High
6475-VHUIZ,Month-to-month,Electronic check,23,DSL,No,Yes,54.25,No,0.06,No,Low
3910-MRQOY,Two year,Bank transfer (automatic),72,No,No internet service,No internet service,19.4,No,0.0,No,Low
0661-WCQNQ,One year,Credit card (automatic),22,DSL,Yes,Yes,56.25,No,0.04,No,Low
7537-RBWEA,Month-to-month,Mailed check,1,DSL,No,No,25.15,No,0.32,No,Medium
4656-CAURT,Two year,Bank transfer (automatic),69,No,No internet service,No internet service,23.95,No,0.0,No,Low
0121-SNYRK,One year,Mailed check,50,DSL,Yes,Yes,35.4,No,0.01,No,Low
1768-ZAIFU,Month-to-month,Electronic check,1,DSL,No,No,25.2,Yes,0.84,Yes,Critical
4671-LXRDQ,Month-to-month,Mailed check,2,DSL,No,No,45.0,Yes,0.81,Yes,Critical
3733-LSYCE,Month-to-month,Bank transfer (automatic),15,Fiber optic,No,No,75.35,No,0.03,No,Low
6265-FRMTQ,Two year,Bank transfer (automatic),31,No,No internet service,No internet service,20.4,No,0.01,No,Low
1934-SJVJK,Month-to-month,Mailed check,1,No,No internet service,No internet service,20.15,Yes,0.9845238095238095,Yes,Critical
3838-OZURD,Month-to-month,Credit card (automatic),66,Fiber optic,No,No,105.0,Yes,0.86,Yes,Critical
1371-DWPAZ,Two year,Credit card (automatic),0,DSL,Yes,Yes,56.05,No,0.05,No,Low
9269-CQOOL,Month-to-month,Credit card (automatic),3,DSL,No,No,54.7,Yes,0.88,Yes,Critical
2017-CCBLH,Two year,Mailed check,8,No,No internet service,No internet service,20.0,No,0.01,No,Low
7690-KPNCU,One year,Credit card (automatic),64,DSL,Yes,No,73.05,No,0.13,No,Low
0536-BGFMZ,Month-to-month,Mailed check,28,No,No internet service,No internet service,20.5,No,0.01,No,Low
2293-IJWPS,One year,Credit card (automatic),57,Fiber optic,No,No,100.75,No,0.2,No,Low
2845-HSJCY,Month-to-month,Electronic check,14,Fiber optic,No,No,87.25,Yes,0.76,Yes,Critical
5469-NUJUR,Two year,Mailed check,19,No,No internet service,No internet service,19.95,No,0.0,No,Low
1184-PJVDB,Month-to-month,Electronic check,10,Fiber optic,No,No,79.95,Yes,0.88,Yes,Critical
2625-TRCZQ,Month-to-month,Electronic check,51,DSL,No,No,49.65,No,0.09,No,Low
4102-HLENU,Two year,Mailed check,67,DSL,Yes,No,65.65,No,0.0,No,Low
7266-GSSJX,Month-to-month,Electronic check,11,No,No internet service,No internet service,20.45,No,0.14,No,Low
7722-VJRQD,Two year,Bank transfer (automatic),72,DSL,Yes,Yes,60.95,No,0.01,No,Low
7073-QETQY,One year,Electronic check,66,No,No internet service,No internet service,20.35,No,0.01,No,Low
9415-DPEWS,Month-to-month,Electronic check,18,Fiber optic,No,Yes,88.35,Yes,0.9,Yes,Critical
5624-RYAMH,Month-to-month,Electronic check,9,No,No internet service,No internet service,19.5,No,0.07,No,Low
0196-JTUQI,Month-to-month,Credit card (automatic),9,Fiber optic,No,No,75.2,No,0.12,No,Low
7130-YXBRO,Month-to-month,Bank transfer (automatic),48,Fiber optic,Yes,No,111.45,No,0.05,No,Low
9272-LSVYH,Month-to-month,Mailed check,10,Fiber optic,No,No,70.15,No,0.08,No,Low
7943-RQCHR,Month-to-month,Electronic check,9,Fiber optic,No,No,94.75,Yes,0.99,Yes,Critical
3793-MMFUH,Month-to-month,Electronic check,13,Fiber optic,No,No,95.05,Yes,0.9,Yes,Critical
3249-ZPQRG,Month-to-month,Electronic check,4,Fiber optic,No,No,78.45,Yes,0.71,Yes,High
2568-BRGYX,Month-to-month,Electronic check,4,Fiber optic,No,No,70.2,Yes,0.77,Yes,Critical
3084-DOWLE,Two year,Bank transfer (automatic),72,DSL,Yes,Yes,92.0,No,0.0,No,Low
1084-MNSMJ,Two year,Credit card (automatic),51,DSL,Yes,Yes,85.5,No,0.01,No,Low
7721-JXEAW,Month-to-month,Bank transfer (automatic),59,DSL,No,No,41.05,Yes,0.7,Yes,High
7249-WBIYX,Month-to-month,Electronic check,10,Fiber optic,No,No,85.6,Yes,0.79,Yes,Critical
4238-HFHSN,Month-to-month,Electronic check,61,Fiber optic,No,No,82.15,No,0.17,No,Low
6250-CGGUN,One year,Electronic check,54,Fiber optic,Yes,Yes,84.4,No,0.07,No,Low
5478-JJVZK,Month-to-month,Mailed check,33,DSL,Yes,No,60.9,No,0.07,No,Low
7596-IIWYC,Two year,Bank transfer (automatic),27,No,No internet service,No internet service,20.25,No,0.0,No,Low
6567-HOOPW,Month-to-month,Electronic check,1,Fiber optic,No,No,79.2,Yes,0.98,Yes,Critical
9793-WECQC,Month-to-month,Mailed check,23,Fiber optic,No,No,95.3,No,0.12,No,Low
4291-HPAXL,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.85,No,0.29,No,Low
8999-YPYBV,Two year,Mailed check,45,DSL,Yes,Yes,84.35,No,0.0,No,Low
1839-FBNFR,Two year,Bank transfer (automatic),39,No,No internet service,No internet service,19.85,No,0.0,No,Low
3164-AALRN,One year,Mailed check,5,DSL,No,No,70.0,Yes,0.81,Yes,Critical
3071-MVJCD,Two year,Bank transfer (automatic),72,DSL,Yes,Yes,82.3,No,0.02,No,Low
1697-BCSHV,Month-to-month,Bank transfer (automatic),58,DSL,No,No,66.8,No,0.08,No,Low
0562-KBDVM,Two year,Bank transfer (automatic),70,DSL,Yes,Yes,44.6,No,0.0,No,Low
1131-SUEKT,One year,Bank transfer (automatic),61,Fiber optic,No,Yes,98.45,No,0.17,No,Low
3717-OEAUQ,Month-to-month,Mailed check,2,Fiber optic,No,No,70.7,No,0.645,Yes,High
4538-WNTMJ,One year,Mailed check,46,No,No internet service,No internet service,24.95,No,0.0,No,Low
3334-CTHOL,Month-to-month,Bank transfer (automatic),1,DSL,No,No,49.95,Yes,0.55,Yes,High
4704-ERYFC,Month-to-month,Electronic check,22,Fiber optic,No,No,69.25,Yes,0.83,Yes,Critical
9432-RUVSL,Two year,Credit card (automatic),48,Fiber optic,Yes,Yes,102.5,No,0.03,No,Low
8060-HIWJJ,Two year,Credit card (automatic),64,DSL,No,Yes,86.55,No,0.0,No,Low
7684-XSZIY,Two year,Bank transfer (automatic),72,No,No internet service,No internet service,24.3,No,0.0,No,Low
9089-UOWJG,Month-to-month,Credit card (automatic),12,DSL,No,No,58.35,No,0.09,No,Low
8621-MNIHH,Month-to-month,Electronic check,34,Fiber optic,No,No,94.25,Yes,0.5,No,Medium
8039-ACLPL,Two year,Credit card (automatic),72,DSL,Yes,No,68.75,No,0.02,No,Low
9885-AIBVB,Month-to-month,Electronic check,29,Fiber optic,No,No,85.8,No,0.22,No,Low
1934-MKPXS,One year,Credit card (automatic),33,No,No internet service,No internet service,20.1,No,0.0,No,Low
2592-YKDIF,Month-to-month,Mailed check,1,No,No internet service,No internet service,20.35,No,0.03666666666666667,No,Low
2272-JKMSI,One year,Electronic check,62,Fiber optic,No,Yes,110.8,No,0.04,No,Low
0471-LVHGK,One year,Electronic check,41,DSL,No,No,73.0,Yes,0.72,Yes,High
9518-RWHZL,One year,Credit card (automatic),64,Fiber optic,No,No,100.05,Yes,0.66,Yes,High
8714-CTZJW,Month-to-month,Credit card (automatic),4,Fiber optic,No,No,82.85,No,0.29,No,Low
3569-EDBPQ,Month-to-month,Electronic check,24,Fiber optic,Yes,Yes,84.35,No,0.36,No,Medium
3131-NWVFJ,One year,Mailed check,14,No,No internet service,No internet service,19.55,No,0.02,No,Low
7521-YXVZY,Month-to-month,Mailed check,3,No,No internet service,No internet service,19.95,No,0.02,No,Low
5419-CONWX,Month-to-month,Credit card (automatic),4,Fiber optic,No,No,99.8,Yes,0.81,Yes,Critical
6240-EURKS,Month-to-month,Electronic check,18,DSL,No,No,35.0,Yes,0.72,Yes,High
2373-NTKOD,Month-to-month,Electronic check,8,DSL,No,No,66.25,No,0.12,No,Low
1970-KKFWL,Two year,Bank transfer (automatic),35,No,No internet service,No internet service,23.3,No,0.03,No,Low
6960-HVYXR,Month-to-month,Electronic check,1,Fiber optic,No,No,76.0,Yes,0.93,Yes,Critical
9337-SRRNI,Two year,Credit card (automatic),66,No,No internet service,No internet service,25.3,No,0.0,No,Low
0895-UADGO,Two year,Mailed check,8,DSL,Yes,Yes,44.55,No,0.01,No,Low
5678-VFNEQ,One year,Credit card (automatic),71,Fiber optic,Yes,No,104.1,No,0.07,No,Low
5977-CKHON,Month-to-month,Bank transfer (automatic),43,Fiber optic,No,No,92.55,No,0.19,No,Low
7024-OHCCK,Month-to-month,Electronic check,2,Fiber optic,No,No,93.85,Yes,1.0,Yes,Critical
2692-BUCFV,Month-to-month,Bank transfer (automatic),29,Fiber optic,No,No,101.45,No,0.12,No,Low
7861-UVUFT,Month-to-month,Electronic check,15,Fiber optic,No,No,84.3,Yes,0.58,Yes,High
1830-GGFNM,Two year,Credit card (automatic),65,Fiber optic,Yes,Yes,94.55,No,0.01,No,Low
5302-BDJNT,Month-to-month,Electronic check,35,Fiber optic,No,Yes,95.5,No,0.08,No,Low
5223-UZAVK,One year,Credit card (automatic),64,Fiber optic,Yes,No,100.3,No,0.08,No,Low
4859-ZSRDZ,Two year,Credit card (automatic),58,DSL,No,Yes,55.5,No,0.0,No,Low
5651-WYIPH,Month-to-month,Credit card (automatic),18,DSL,No,No,49.85,No,0.1,No,Low
9350-VLHMB,Month-to-month,Bank transfer (automatic),67,Fiber optic,No,No,89.55,No,0.1,No,Low
3498-LZGQZ,Two year,Mailed check,63,No,No internet service,No internet service,19.15,No,0.0,No,Low
8785-CJSHH,Month-to-month,Electronic check,60,Fiber optic,No,No,99.8,No,0.53,Yes,Medium
5357-TZHPP,Month-to-month,Credit card (automatic),9,Fiber optic,No,No,84.4,Yes,0.64,Yes,High
3870-SPZSI,Two year,Credit card (automatic),70,Fiber optic,Yes,Yes,113.05,No,0.03,No,Low
0680-DFNNY,Month-to-month,Electronic check,15,Fiber optic,No,No,101.1,Yes,0.92,Yes,Critical
7560-QRBXH,One year,Mailed check,48,No,No internet service,No internet service,19.95,No,0.0,No,Low
7077-XJMET,Month-to-month,Electronic check,12,DSL,No,Yes,74.15,No,0.12,No,Low
8752-GHJFU,One year,Electronic check,71,Fiber optic,Yes,Yes,92.0,No,0.03,No,Low
6896-SRVYQ,Month-to-month,Electronic check,44,Fiber optic,No,No,73.85,No,0.16,No,Low
7767-UXAGJ,Month-to-month,Electronic check,1,DSL,No,No,50.45,Yes,0.81,Yes,Critical
4652-ODEVH,Two year,Mailed check,45,No,No internet service,No internet service,24.45,No,0.0,No,Low
6510-UPNKS,One year,Credit card (automatic),23,No,No internet service,No internet service,24.8,No,0.05,No,Low
6718-BDGHG,One year,Bank transfer (automatic),43,DSL,No,Yes,64.85,No,0.01,No,Low
9046-DQMTP,Month-to-month,Bank transfer (automatic),35,No,No internet service,No internet service,20.75,No,0.05,No,Low
6439-LAJXL,Month-to-month,Mailed check,9,DSL,Yes,Yes,68.95,No,0.08,No,Low
1571-SAVHK,Month-to-month,Mailed check,12,Fiber optic,No,Yes,99.95,Yes,0.83,Yes,Critical
9052-VKDUW,Month-to-month,Credit card (automatic),65,Fiber optic,Yes,No,109.4,No,0.09,No,Low
9546-CQJSU,Month-to-month,Electronic check,2,Fiber optic,No,No,91.4,Yes,0.94,Yes,Critical
1666-JZPZT,Month-to-month,Mailed check,27,DSL,No,No,49.0,No,0.03,No,Low
5777-KJIRB,One year,Mailed check,40,DSL,No,No,50.25,No,0.05,No,Low
0506-LVNGN,Month-to-month,Credit card (automatic),5,Fiber optic,No,No,75.55,Yes,0.49,No,Medium
7677-SJJJK,One year,Credit card (automatic),8,No,No internet service,No internet service,19.9,No,0.02,No,Low
2480-EJWYP,One year,Bank transfer (automatic),58,Fiber optic,No,No,97.8,No,0.42,No,Medium
3253-HKOKL,One year,Electronic check,52,Fiber optic,Yes,No,100.3,No,0.07,No,Low
7055-HNEOJ,Month-to-month,Mailed check,3,DSL,No,Yes,55.8,No,0.28,No,Low
5514-YQENT,Two year,Electronic check,41,Fiber optic,Yes,Yes,111.15,No,0.08,No,Low
3211-AAPKX,Month-to-month,Mailed check,20,Fiber optic,No,Yes,98.55,No,0.26,No,Low
8445-DNBAE,Month-to-month,Electronic check,1,DSL,No,No,50.05,No,0.44,No,Medium
2951-QOQTK,Month-to-month,Credit card (automatic),4,Fiber optic,No,Yes,80.8,Yes,0.87,Yes,Critical
2958-NHPPS,Month-to-month,Electronic check,23,No,No internet service,No internet service,20.85,No,0.05,No,Low
6806-YDEUL,Month-to-month,Bank transfer (automatic),6,No,No internet service,No internet service,19.5,No,0.1,No,Low
1735-XMJVH,Month-to-month,Mailed check,8,No,No internet service,No internet service,19.35,No,0.03,No,Low
6890-PFRQX,Month-to-month,Mailed check,18,DSL,Yes,No,69.5,No,0.11,No,Low
0222-CNVPT,Month-to-month,Credit card (automatic),52,DSL,Yes,No,48.8,No,0.11,No,Low
5899-OUVKV,Month-to-month,Electronic check,31,Fiber optic,No,No,94.5,No,0.1,No,Low
8681-ICONS,Month-to-month,Mailed check,29,No,No internet service,No internet service,20.65,No,0.0,No,Low
1621-YNCJH,Two year,Credit card (automatic),36,Fiber optic,Yes,Yes,106.05,No,0.0,No,Low
3473-XIIIT,Month-to-month,Electronic check,16,Fiber optic,No,No,100.0,Yes,0.86,Yes,Critical
6362-QHAFM,One year,Electronic check,42,Fiber optic,No,Yes,108.3,No,0.28,No,Low
7893-IXHRQ,Month-to-month,Electronic check,1,No,No internet service,No internet service,20.55,Yes,0.22,No,Low
3070-BDOQC,Two year,Electronic check,60,Fiber optic,No,No,99.65,No,0.11,No,Low
2952-QAYZF,Month-to-month,Electronic check,5,Fiber optic,No,No,85.3,Yes,0.88,Yes,Critical
6234-PFPXL,Month-to-month,Credit card (automatic),22,Fiber optic,Yes,Yes,95.9,No,0.37,No,Medium
9824-QCJPK,One year,Mailed check,36,No,No internet service,No internet service,20.0,No,0.0,No,Low
4763-PGDPO,Month-to-month,Electronic check,4,Fiber optic,No,No,70.4,Yes,0.84,Yes,Critical
4283-IVYCI,Month-to-month,Mailed check,9,DSL,Yes,Yes,64.95,No,0.12,No,Low
1866-OBPNR,Month-to-month,Credit card (automatic),1,Fiber optic,No,No,74.6,No,0.21,No,Low
8205-MQUGY,Month-to-month,Electronic check,12,DSL,Yes,No,49.2,No,0.14,No,Low
8970-ANWXO,One year,Mailed check,23,DSL,No,Yes,73.75,No,0.07,No,Low
9480-BQJEI,One year,Bank transfer (automatic),62,Fiber optic,Yes,No,92.3,No,0.12,No,Low
5394-SVGJV,Month-to-month,Bank transfer (automatic),37,Fiber optic,No,Yes,98.8,Yes,0.76,Yes,Critical
6979-TNDEU,Month-to-month,Mailed check,8,No,No internet service,No internet service,19.2,No,0.03,No,Low
9777-WJJPR,Month-to-month,Credit card (automatic),31,Fiber optic,No,No,88.65,No,0.11,No,Low
9283-LZQOH,Month-to-month,Credit card (automatic),13,Fiber optic,No,No,74.4,Yes,0.44,No,Medium
7079-QRCBC,Month-to-month,Electronic check,24,Fiber optic,No,No,98.75,Yes,0.91,Yes,Critical
9495-SKLKD,Month-to-month,Bank transfer (automatic),45,Fiber optic,No,No,95.95,No,0.12,No,Low
6048-UWKAL,Two year,Credit card (automatic),69,Fiber optic,No,Yes,105.4,No,0.04,No,Low
5067-DGXLL,Month-to-month,Mailed check,2,No,No internet service,No internet service,20.25,No,0.11,No,Low
5469-CTCWN,One year,Electronic check,61,Fiber optic,Yes,No,106.0,Yes,0.11,No,Low
9851-QXEEQ,Month-to-month,Electronic check,41,Fiber optic,No,No,104.7,Yes,0.84,Yes,Critical
6281-FKEWS,One year,Electronic check,44,DSL,No,No,49.05,No,0.09,No,Low
8898-KASCD,One year,Mailed check,39,DSL,No,Yes,35.55,No,0.02,No,Low
9242-TKFSV,Two year,Credit card (automatic),72,DSL,Yes,Yes,65.1,No,0.01,No,Low
9290-SHCMB,Month-to-month,Electronic check,13,Fiber optic,No,No,96.85,No,0.27,No,Low
0743-HNPFG,One year,Credit card (automatic),51,DSL,Yes,Yes,69.75,No,0.0,No,Low
2277-BKJKN,Two year,Electronic check,71,Fiber optic,No,No,99.2,No,0.06,No,Low
9809-IMGCQ,Month-to-month,Electronic check,22,Fiber optic,No,No,96.7,Yes,0.92,Yes,Critical
5208-HFSBT,Month-to-month,Credit card (automatic),2,DSL,No,Yes,55.05,Yes,0.83,Yes,Critical
5035-PGZXH,One year,Electronic check,56,Fiber optic,No,No,106.8,No,0.07,No,Low
8695-WDYEA,Month-to-month,Mailed check,1,DSL,Yes,No,51.25,No,0.14,No,Low
6543-JXSOO,One year,Mailed check,23,DSL,Yes,Yes,57.75,No,0.04,No,Low
8016-ZMGMO,One year,Bank transfer (automatic),66,DSL,No,No,70.85,No,0.03,No,Low
8605-ITULD,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.55,No,0.05083333333333333,No,Low
3254-YRILK,Month-to-month,Electronic check,19,Fiber optic,No,No,88.2,Yes,0.9,Yes,Critical
6416-YJTTB,Month-to-month,Bank transfer (automatic),11,Fiber optic,Yes,No,79.5,No,0.14,No,Low
2667-WYLWJ,One year,Mailed check,8,No,No internet service,No internet service,19.75,Yes,0.74,Yes,High
4472-VESGY,Month-to-month,Bank transfer (automatic),52,Fiber optic,Yes,No,98.15,No,0.09,No,Low
3195-TQDZX,Month-to-month,Electronic check,3,No,No internet service,No internet service,20.25,No,0.02,No,Low
3128-YOVTD,Month-to-month,Bank transfer (automatic),51,Fiber optic,Yes,No,79.15,No,0.09,No,Low
0529-ONKER,Month-to-month,Electronic check,15,Fiber optic,No,No,75.65,Yes,0.82,Yes,Critical
1728-CXQBE,Month-to-month,Electronic check,64,Fiber optic,No,No,94.25,No,0.06,No,Low
7041-TXQJH,Month-to-month,Credit card (automatic),37,DSL,No,No,40.2,No,0.09,No,Low
5014-GSOUQ,Two year,Mailed check,13,No,No internet service,No internet service,19.95,No,0.0,No,Low
5724-BIDBU,One year,Electronic check,49,DSL,Yes,No,55.35,No,0.05,No,Low
0481-SUMCB,One year,Bank transfer (automatic),45,Fiber optic,No,No,102.15,No,0.12,No,Low
1769-GRUIK,Month-to-month,Electronic check,18,Fiber optic,No,No,71.1,No,0.15,No,Low
5240-IJOQT,Month-to-month,Electronic check,1,Fiber optic,No,No,74.7,Yes,0.99,Yes,Critical
8819-WFGGJ,Two year,Bank transfer (automatic),68,DSL,Yes,No,54.1,No,0.02,No,Low
7427-AUFPY,Two year,Credit card (automatic),54,No,No internet service,No internet service,19.65,No,0.0,No,Low
2811-POVEX,Month-to-month,Bank transfer (automatic),23,Fiber optic,No,No,88.45,No,0.22,No,Low
1092-GANHU,Month-to-month,Electronic check,17,Fiber optic,No,No,76.65,Yes,0.3,No,Medium
7898-PDWQE,Two year,Credit card (automatic),71,DSL,Yes,Yes,80.4,No,0.0,No,Low
9972-EWRJS,Two year,Bank transfer (automatic),67,No,No internet service,No internet service,19.25,No,0.0,No,Low
9314-IJWSQ,Month-to-month,Electronic check,14,Fiber optic,No,No,84.8,No,0.1,No,Low
0661-XEYAN,Month-to-month,Mailed check,1,DSL,No,No,25.8,Yes,0.96,Yes,Critical
5799-JRCZO,Two year,Credit card (automatic),63,No,No internet service,No internet service,19.5,No,0.01,No,Low
1921-KYSAY,One year,Electronic check,41,DSL,No,Yes,68.6,No,0.04,No,Low
6198-RTPMF,Month-to-month,Electronic check,17,Fiber optic,No,No,92.6,No,0.21,No,Low
2924-KHUVI,One year,Electronic check,56,Fiber optic,Yes,No,100.55,No,0.24,No,Low
1925-GMVBW,Month-to-month,Credit card (automatic),5,No,No internet service,No internet service,20.55,No,0.13,No,Low
7881-EVUAD,Month-to-month,Electronic check,2,DSL,Yes,No,42.6,Yes,0.58,Yes,High
6184-DYUOB,Month-to-month,Mailed check,3,No,No internet service,No internet service,19.6,No,0.12,No,Low
9207-ZPANB,One year,Electronic check,37,DSL,Yes,Yes,67.45,No,0.01,No,Low
5766-XQXMQ,Month-to-month,Bank transfer (automatic),29,DSL,Yes,No,68.85,Yes,0.73,Yes,High
9327-QSDED,Month-to-month,Mailed check,8,DSL,No,No,43.55,No,0.19,No,Low
1656-DRSMG,Month-to-month,Credit card (automatic),63,Fiber optic,No,Yes,109.85,No,0.11,No,Low
